Codigo,Tipo,Nombre,Dir,Ciudad,Prov,CP,Tel
P0683,1.0,EVE LAYPER*,C    DAZA VALDES,LEGANES,MADRID,28914,916878444
P0684,1.0,CLINICAL REF,C/   FRA BATLLE,SABADELL,BARCELONA,08208,
P0685,1.0,OXIDOC (*),C/   ASIVAL,PALMA DE MALLORCA,ILLES BALEARS,07011,971758885
P0686,1.0,ALLERGAN,EDIFICIO LA ENCINA PLAZA DE LA ENCINA,TRES CANTOS,MADRID,28760,
P0687,1.0,STIEFEL FAR,C/   SEVERO OCHOA,TRES CANTOS,MADRID,28760,902202700
P0688,1.0,FAGOR,SAN ANDRES,MONDRAGON,GIPUZKOA,20540,
P0689,1.0,HERBO VITA,LA LLATA,PEDREGUER,ALICANTE,03750,
P0690,1.0,NOVALAB,C/   ARGENTINA,ALCALA DE HENARES,MADRID,28806,902117362
P0691,1.0,NATURFAR*,C/ ARAGON,PALMA DE MALLORCA,ILLES BALEARS,07008,
P0692,1.0,ORKLA CEDERROTH,C/   P. IND CAN BARRI CALLE D,BIGUES I RIELLS,BARCELONA,08415,
P0693,1.0,FORTE PHARMA IB,C/   GRAN CAPITÁN,SANT JOAN DESPI,BARCELONA,08970,935848185
P0694,1.0,BETAMADRILEÑO,C/   RIO GENIL,GETAFE,MADRID,28906,916919151
P0695,1.0,PQS*,CRTRA NAL IV MADRID CADIZ KM 554.4,DOS HERMANAS,SEVILLA,41700,
P0696,1.0,BAHNLI C*,C/   ARAGONESES,ALCOBENDAS,MADRID,28108,
P0697,1.0,INTERLAC GMBH*,C/   ECIJAS,CARMONA,SEVILLA,41410,666962113
P0698,1.0,AZMI,RIOS ROSAS,MADRID,MADRID,28003,913993048
P0699,1.0,PRODERMA,C/   CARRETERA DE MUEL,EPILA,ZARAGOZA,50290,
P0700,1.0,FERRING,C/   ARQUITECTO SANCHEZ ARCAS,MADRID,MADRID,28040,
P0701,1.0,EVINCO NEOTEC,AGUDES,SAINT PERE DE VILAMAJOR,BARCELONA,08458,
P0702,1.0,ABYNTEK,PARQUE TECNOLOGICO DE BIZKAIA EDIF 504,DERIO,BIZKAIA,48160,
P0703,1.0,ABBOTT DIAB,C/   QUINTANAVIDES,MADRID,MADRID,28050,913373400
P0704,1.0,RATIOPHARM,C/   ANABEL SEGURA,ALCOBENDAS,MADRID,28108,915672970
P0705,1.0,PERSAN,C/   LEON Y CASTILLO,LAS PALMAS DE GRAN CANARIA,LAS PALMAS DE GRAN CANARIA,35007,928240881
P0706,1.0,BRUDY TEC,RIERA SANT MIQUEL, ,BARCELONA,08006,
P0707,1.0,SHARMY C(*),TRAVESIA DO CENDAL,SANTIAGO DE COMPOSTELA,A CORUÑA,15705,676358352
P0708,1.0,ALES GROUPE,PASEO DE LA HABANA,MADRID,MADRID,28036,
P0709,1.0,ITALFARMACO,C/   SAN RAFAEL,ALCOBENDAS,MADRID,28108,
P0710,1.0,LEGVASS*,C    GIRONELLA,BARCELONA,BARCELONA,08017,
P0711,1.0,ALMIRALL,GENERAL MITRE,BARCELONA,BARCELONA,08022,
P0712,1.0,BAUSCH & LOMB,AVDA VALDELAPARRA,ALCOBENDAS,MADRID,28108,902381020
P0713,1.0,CROTTON,PROGRESO,BADALONA,BARCELONA,08918,
P0714,1.0,PHOBOS (*),C    PROA,POZUELO DE ALARCÓN,MADRID,28223,
P0715,1.0,ZENDU,C    ILLES BALEARS,SANTA PONCA (MALLORCA ),ILLES BALEARS,07180,
P0716,1.0,BIODES,C/   BURDEOS,PONFERRADA,LEON,24400,
P0717,1.0,MTB,AV   ROVIRA ROURE,LLEIDA,LLEIDA,25006,902400551
P0718,1.0,ROTTAPHARM (*),"AVDA DE CASTILLA, 2 ""EDIFICIO BERLÍN "" 2ª PLANTA",SAN FERNANDO DE HENARES,MADRID,28830,916699300
P0719,1.0,GALDERMA,C/   SERRANO GALVACHE,MADRID,MADRID,28033,902027595
P0720,1.0,PVD*,AV. DE FRANCIA,BENIDORM,ALICANTE,03500,
P0721,1.0,MILUPA*,"PASEO DE SAN ROQUE, S/N",VALDEMORO,MADRID,28340,900131002
P0722,1.0,NUTRICIA,C    TORRELAGUNA,MADRID,MADRID,28043,900211088
P0723,1.0,NUMIL NUTRICION,C    TORRELAGUNA,MADRID,MADRID,28043,
P0724,1.0,SALFAR MED(*),POLIGONO INDUSTRIAL DE LORCA,LORCA,MURCIA,30817,
P0725,1.0,DEPURDIET*,VILLANUEVA,MADRID,MADRID,28001,902050888
P0726,1.0,LAZLO INT,C/   VIA DE LOS POBLADOS,MADRID,MADRID,28033,944818300
P0727,1.0,DERMOFARM,CAN SANT JOAN,RUBI,BARCELONA,08191,902 511 500
P0728,1.0,NOVAMED,C    SEPULVEDA,ALCOBENDAS,MADRID,28108,916613487
P0729,25.0,NATIRIS,CENTRO EMPRESARIAL SINTRA,ESTRADA DE ALBARRAQUE-LINHÓ,SINTRA (PORTUGAL),2710,
P0730,1.0,LANZAFAR*,INFANTA MERCEDES 59, ,BADAJOZ,28020,
P0731,1.0,GLOBAL REMEDIATION ESPAÑA,C/   TAVERN 3 BAJOS, ,BARCELONA,08021,639303583
P0732,1.0,"NEOVITAL HEALTH, S.L.",C    COMERÇ,PALLEJA,BARCELONA,08780,
P0733,1.0,ELIDA FAB*,C/   MANUEL DE FALLA,MADRID,MADRID,28036,
P0734,1.0,DENTAID,RONDA DE CAN FATJO,CERDANYOLA,BARCELONA,08290,935809494
P0735,1.0,COVIDIEN SPAIN,FRUCTUOS GELABERT,BARCELONA,BARCELONA,08970,934758610
P0736,1.0,URIACH CONSUMER HEALTHCARE,AV   CAMI REIAL,PALAU SOLITA I PLEGAMANS,BARCELONA,08184,902471511
P0737,1.0,BECTON & DICKINSON,CAMINO VALDEOLIVA,SAN AGUSTIN DE GUADALIX,MADRID,28750,902271727
P0738,1.0,OIKOS,CALLE SAN PEDRO EDIFICIO OIKOS,FUENGIROLA,MALAGA,29640,
P0739,6.0,CONTAPHARM,BP 16,VERNEUIL-L´ETANG,FRANCE,77390,330164250333
P0740,1.0,HIGIFAR,RESINA,MADRID,MADRID,28021,914660894
P0741,1.0,ILITIA,C    SENDA DE LES DEU,VALENCIA,VALENCIA,46138,
P0742,1.0,CHEMINTER*,CAMINO DE VALDELATAS,ALCOBENDAS (APDO CORREOS 1155),MADRID,28108,
P0743,1.0,SPA FIND SPAIN(*),Pº   MIRASIERRA, ,MADRID,28400,
P0744,1.0,CONOPTICA,SANTA EULALIA,L´HOSPITALET,BARCELONA,08902,
P0745,1.0,CLINICAL NUTRITION,PARATGE LES ESCOMES,ARGENTONA,BARCELONA,08310,
P0746,1.0,ITE-FARM*,C    MATEO ERROTA, ,SAN SEBASTIAN (DONOSTIA),20014,
P0747,1.0,JSP,EUFEMIANO FUENTES CABRERA,LAS PALMAS DE GRAN CANARIA,LAS PALMAS,35014,928420200
P0748,1.0,MEDIZIN FARMA,C    TRANSPORTE,GANDIA,VALENCIA,46702,
P0749,1.0,PEUSEK,CTRA SANT BOI KM 2.8,SANT VICENS DELS HORTS,BARCELONA,08620,936768620
P0750,1.0,IMBEAL*,LOS GUINDOS,SAN SEBASTIÁN DE LOS REYES,MADRID,28700,
P0751,1.0,3M ESPAÑA,C/   JUAN IGNACIO LUCA DE TENA,MADRID,MADRID,28027,900210584
P0752,1.0,LETI,CALLE DEL SOL,TRES CANTOS,MADRID,28760,917711790
P0753,1.0,PRODERMICA,LIBERTAD,VILANOVA I LA GELTRU,BARCELONA,08800,
P0754,1.0,YNSADIET,ISAAC PERAL,LEGANES.,MADRID,28914,916838306
P0755,1.0,SERVINOXFARMA(*),C    DEL CUCO,TRES CANTOS,MADRID,28760,
P0756,1.0,API EXC.,Pº   DEL NIÑO,TORRELAVEGA,CANTABRIA,39300,
P0757,1.0,COMANIMESA,C/   TRAVESIA INDUSTRIAL,L'HOSPITALET DE LLOBREGAT,BARCELONA,08907,933347300
P0758,1.0,LAKEN,C/   GRAFITO,TORREJON DE ARDOZ,MADRID,28850,913044053
P0759,1.0,NYCOMED PH,C.   ALSASUA,MADRID,MADRID,28023,917149900
P0760,1.0,EFFIK,C/   SAN RAFAEL,ALCOBENDAS,MADRID,28108,
P0761,1.0,VOE,C    ARIBAU,BARCELONA,BARCELONA,08011,
P0762,1.0,GLOBAL MED,C    CAROLINA ALVAREZ,VALENCIA,VALENCIA,46023,963691484
P0763,1.0,MCNEIL C H*,PLZ  XAVIER CUGAT EDIF D,SANT CUGAT DEL VALLES,BARCELONA,08174,900505556
P0764,1.0,JENNY,C    SANCHO DE AVILA,BARCELONA,BARCELONA,08018,
P0765,1.0,NUTRIFARMA VITAL(*),C/   RAIMUNDO FERNANDEZ VILLAVERDE,MADRID,MADRID,28003,618612710
P0766,1.0,AL ZURAYA,DR. TOLOSA LATOUR,MADRID,MADRID,28041,
P0767,1.0,SAWES PHARMA S.A.,RETAMA,LA CARTUJA BAJA,ZARAGOZA,50720,976100678
P0768,1.0,BIOIBERICA,P    FRANCESC MACIÀ,BARCELONA,BARCELONA,08029,934904908
P0769,1.0,ENZI-BIO,C/   MAYOR,VILLAMALEA,ALBACETE,02270,607 66 6097
P0770,1.0,CATALINK,P    CASTELLANA,MADRID,MADRID,28046,
P0771,1.0,SOL NUTRITIVO*,"PZA. URQUINAONA , 11, 3º, 3ª C", ,BARCELONA,08010,
P0772,1.0,LAB ARROYO,C/   1º DE MAYO,SANTANDER,CANTABRIA,39011,902116845
P0773,1.0,HIFAS,PORTAMUIÑOS,BORA,PONTEVEDRA,36154,
P0774,1.0,FERRER*,GRAN VIA  CARLOS III, ,BARCELONA,08028,
P0775,1.0,HAUSMANN,PASAJE,SANT ANDREU DE LA BARCA,BARCELONA,08740,
P0776,1.0,TEGOR,POLIGONO INDUSTRIAL UGALDEGUREN,ZAMUDIO,BIZKAIA,48170,
P0777,1.0,RECORDATI *,ISLA DE LA PALMA,SAN SEBASTIAN DE LOS REYES,MADRID,28700,901100707
P0778,1.0,E.A. SOLILASER,MAS PLENTIS,FORNELLS DE LA SELVA,GIRONA,17458,
P0779,1.0,HISPAINCHI,C/   JAÉN,MOSTOLES,MADRID,28935,
P0780,1.0,LAPASTILLA,C/   VALLE DE ORO,BOADILLA DEL MONTE,MADRID,28660,
P0781,1.0,BIOCOL (*),C/   PERU,COSLADA,MADRID,28823,914323528
P0782,1.0,NATURE´S HEAVEN*,SANTA FE DE BOGOTA,SANTA FE,GRANADA,18320,
P0783,1.0,NICOLICH,PASEO DE SALVADOR RUEDA,MALAGA,MALAGA,29016,952212720
P0784,1.0,BIOMENDI(*),"POL. IND. DE BERNEDO, S/N. CTRA. SANTA CRUZ",BERNEDO (ARABA),ALAVA,01118,945378237
P0785,12.0,NAL VON MINDEN,FRIEDENSTRASSE,REGENSBURG,OBERPFALZ (ALEMANIA),93053,
P0786,1.0,ALCALA F*,CRTA. M-300 KM 29.920,ALCALA DE HENARES,MADRID,28802,918890600
P0787,1.0,COSMETICA E A*,MALLORCA, ,BARCELONA,08013,
P0788,1.0,THEA,C    ENRIC GRANADOS,BARCELONA,BARCELONA,08008,934766810
P0789,1.0,COMBE EUROPA,C/   ORENSE,MADRID,MADRID,28020,915560465
P0790,1.0,ALLIANCE HC,POLIGONO INDUSTRIAL SECTOR,VILLANUEVA DE GALLEGO,ZARAGOZA,50830,937397211
P0791,1.0,F5 PROFAS,LOS ANGELES,LA MUELA,ZARAGOZA,50196,
P0792,1.0,HERBISA*,C/   SAN MARTIN DE PORRES, ,MADRID,28035,
P0793,1.0,Q-B PELAYO,C/   TALLERS,BARCELONA,BARCELONA,08001,
P0794,1.0,BIONATUR BALEAR,C/   CALVIA,PALMA DE MALLORCA,ILLES BALEARS,07015,
P0795,1.0,CASEN RECORDATI,VIA DE LAS DOS CASTILLAS,POZUELO DE ALARCON,MADRID,28224,
P0796,1.0,AUROVITAS*,AVENIDA DE BURGOS,MADRID,MADRID,28036,916308645
P0797,1.0,ALERBIO,C/   RUFINO GONZALEZ,MADRID,MADRID,28037,
P0798,1.0,BASSAVE Y LOUREDA,ISAAC DIAZ PARDO,OLEIROS,A CORUÑA,15173,
P0799,1.0,MAM BABY,C/   DIPUTACIÓ,BARCELONA,BARCELONA,08007,
P0800,1.0,NESTLE ESPAÑA,AV   PAISES CATALANES,ESPLUGUES DE LLOBREGAT,BARCELONA,08950,900122567
P0801,1.0,MEDIDERMA,MASSAMAGRELL,RAFELBUÑOL,VALENCIA,46138,
P0802,1.0,EUROPA M *,C    CONFIANZA,GETAFE,MADRID,28906,
P0803,1.0,HOMEOFARMA DEL SUR,FRAILES,GRANADA,GRANADA,18005,
P0804,1.0,HEALTH MAKERS SL(*),MUNTANYA, ,BARCELONA,08026,
P0805,1.0,STADA,C    FREDERIC MOMPOU,SANT JUST DESVERN,BARCELONA,08960,
P0806,1.0,NATUREL*,CTRA TARRAGONA-ALCOVER KM.6.7,CONSTANTI,TARRAGONA,43120,
P0807,1.0,PROPHYL CENTER,C/   TORRE D'ARA   -PLANTA 14-,MATARÓ,BARCELONA,08302,937989379
P0808,1.0,ROTIFARMA,C/   JULIAN CAMARILLO,MADRID,MADRID,28037,
P0809,1.0,BENITO PARRAGA,C/   MAESTRA JOSE FINA LOZANO,ALCANTARILLA,MURCIA,30820,
P0810,1.0,NEXIS FCA*,C    EINSTEIN,TRES CANTOS,MADRID,28760,626694294
P0811,1.0,ISOMED,C/   PARIS,LAS ROZAS,MADRID,28232,
P0812,1.0,NATURAL DORIA,CARRETERA MORAIRA,BENITACHEL,ALICANTE,03726,
P0813,1.0,EDIGEN*,C/   CHILE,LAS MATAS,MADRID,28290,916308280
P0814,1.0,ARION,C.   ALFONSO FERNANDEZ CLAUSELLS,MADRID,MADRID,28035,
P0815,1.0,SUAVINEX,"C/   DEL MARCO,  PARCELA R88",ALICANTE,ALICANTE,03114,
P0816,1.0,PRANAROM E,AV   DIAGONAL,BARCELONA,BARCELONA,08006,
P0817,1.0,ROYBLAN FARMA(*),LISBOA,VALDEMORO,MADRID,28340,
P0818,1.0,HANDSCLEAN,AV   INDUSTRIA,MADRID,MADRID,28760,
P0819,1.0,IFIGEN,AV   PRINCEP D`ASTURIES,BARCELONA,BARCELONA,08012,
P0820,1.0,DIMED PHARMA*,"C.   ALCARRIA, Nº 7",COSLADA,MADRID,28820,
P0821,1.0,PROMOCEL,MIGUEL YUSTE,MADRID,MADRID,28037,
P0822,1.0,PODIUM,CALL DOCTOR CASALS,"STA CRISTINA D,ARO",GIRONA:,17246,972835285
P0823,1.0,BETER,C/   ARIBAU,BARCELONA,BARCELONA,08036,
P0824,1.0,FCIA MENGUAL,AV   JOSEP TARRADELLAS,BARCELONA,BARCELONA,08029,
P0825,1.0,BARRACHINA,PLAZA HORTICULTOR CORSET,VALENCIA,VALENCIA,46008,
P0826,1.0,FAGESA,TREBALLADORS,BADALONA,BARCELONA,08911,934364508
P0827,1.0,DERMOGEN-FARMA,C/   ARAGONESES,ALCOBENDAS,MADRID,28108,
P0828,1.0,ZOTAL LAB,CTRA NACIONAL 630 KM 809,CAMAS,SEVILLA,41900,
P0829,1.0,FRAN RUB,PINO CENTRAL,SEVILLA,SEVILLA,41016,902520550
P0830,1.0,BIODERMA-NAOS SKIN CARE,AVINGUDA DIAGONAL,BARCELONA,BARCELONA,08006,675398631
P0831,1.0,XSPANDUS,AV   DE LOS PIRINEOS,SAN SEBASTIAN DE LOS REYES,MADRID,28709,
P0832,1.0,PRO-ORTO,C/   COMTE OLIBA,BERGA,BARCELONA,08600,
P0833,1.0,PODOVITAL(*),C/   LLUIS COMPANYS,BERGA,BARCELONA,08600,938210565
P0834,1.0,PROTEIN,C    CREUS,CELRA,GIRONA,17460,972493154
P0835,1.0,HEALTHY LAND,C/   CUENCA,LEGANES,MADRID,28914,918534488
P0836,1.0,INDESCO,C    BALMES,BARCELONA,BARCELONA,08022,
P0837,1.0,MYLVA,VIA AUGUSTA,BARCELONA,BARCELONA,08024,902109114
P0838,1.0,VERBIONAT *,SANTA FE DE BOGOTA, ,GRANADA,18320,
P0839,1.0,BIOTECMA,GRAN VIA MARQUES DEL TURIA,VALENCIA,VALENCIA,46005,
P0840,1.0,POSTIDENT,CERDAÑA,VILLANOVA DEL VALLES,BARCELONA,08410,
P0841,1.0,MDM H-CARE(*),C/   COPÉRNICO NAVE 4,ARCOS DE LA FRONTERA,CADIZ,11630,956703127
P0842,1.0,DR TORRENTS,AVENIDA DEL HOSPITAL,OLESA DE BONESVALLS,BARCELONA,08795,
P0843,1.0,GRANAECO XXI *,C    SANTA FE DE BOGOTA,SANTA FE,GRANADA,18320,902441660
P0844,1.0,CAZALITOS*,C    LAS NORIAS,MURCIA,MURCIA,30009,
P0845,1.0,AUSA FCA,C/   LEVANT,SANT BARTOMEU DEL GRAU,BARCELONA,08503,
P0846,1.0,MED INFO *,MANEL FARRES,SAINT CUGAT DEL VALLES,BARCELONA,08172,
P0847,1.0,GENI*,C/   BELIANES,MADRID,MADRID,28043,
P0848,1.0,TOPDENT(*),"JOAQUIN LORIGA, 20 - 1º A",VIGO,PONTEVEDRA,36203,
P0849,1.0,QUANTUM EXP,AVDA M-40,ALCORCON,MADRID,28925,
P0850,1.0,HOMEANALYSIS,C    CALABRIA, ,BARCELONA,08029,
P0851,1.0,RASLAFAR*,AVDA DEL JORDA,BARCELONA,BARCELONA,08035,932541660
P0852,1.0,TOSKANI,PASAJE CIUDADANOS,BARCELONA,BARCELONA,08005,
P0853,1.0,APOTEX,AV.  DE BURGOS,MADRID,MADRID,28036,914861565
P0854,1.0,FARMASIERRA NATURAL,CTRA. DE IRUN  KM. 26.200,SAN SEBASTIAN DE LOS REYES,MADRID,28709,
P0855,1.0,PLIVA,C    CHILE,LAS MATAS,MADRID,28290,900181914
P0856,1.0,IFE,GANDARON,TEO,A CORUÑA,15883,
P0857,1.0,COM COGUESA,C/   AURORA 12 BAJO,ALHENDIN,GRANADA,18620,958558300
P0858,1.0,BOIRON,AVDA VALDELAPARRA,ALCOBENDAS,MADRID,28108,914840462
P0859,1.0,VITALITY HT(*),C    FRANCISCO Y JOSE M GRANIZO,POZUELO DE ALARCON,MADRID,28224,
P0860,1.0,VETTEL,LAS CENDEAS,PAMPLONA,NAVARRA,31014,948121100
P0861,1.0,VEGAL FARMACÉUTICA,VÍA DE LAS DOS CASTILLAS,POZUELO DE ALARCÓN,MADRID,28224,917990910
P0862,1.0,FARMA 5,C    SALVADOR LLUCH,GAVA,BARCELONA,08850,
P0863,1.0,JOSE COLLADO,C    COSTA RICA,BARCELONA,BARCELONA,08027,933496112
P0864,1.0,GINELADIUS,C/   RUFINO GONZÁLEZ,MADRID,MADRID,28037,
P0865,1.0,BASTONES LINCE(*),LA ESPERANZA,SEGORBE,CASTELLON,12400,
P0866,1.0,J R T,"AV   C/ CUATRO, PARCELA 163 ""URBANIZACIÓN 3 CALAS""",AMETLLA DE MAR,(TARRAGONA),43860,656667977
P0867,1.0,ALBAHACA MAR*,C/   FARENHEIT,ESTEPONA,MALAGA,29680,
P0868,1.0,CROMA PHARMA,Pº   FERROCARRIL,CASTELLDEFELS,BARCELONA,08860,
P0869,5.0,FONEDOMZ,26 A CHURCH STREET,BISHOPS STORTFORD,HERTFORDSHIRE (UNITED KINDOM),CM232,
P0870,1.0,DEYSANKA,ELENA SORIANO,MALAGA,MALAGA,29006,
P0871,1.0,LUGA,AV.  DE LA CONSTITUCION PARC 221,CASARRUBIOS DEL MONTE,TOLEDO,45950,
P0872,1.0,PRIMA-DERM,C    CONEIXEMENT,GAVÀ,BARCELONA,08850,936811650
P0873,1.0,BERTA PRATS (*),C    SANT BENET,MATARÓ,BARCELONA,08302,932127102
P0874,1.0,MERZ PHARMA,AV   BRUSELAS,ALCOBENDAS,MADRID,28108,
P0875,1.0,HEBER FARMA,C    IBIZA,MADRID,MADRID,28009,
P0876,1.0,FARMADISMO,RUA  DAS CESTEIRAS PARC,LUGO,LUGO,27003,
P0877,1.0,VEMEDIA PH.,C/   ARAGON,BARCELONA,BARCELONA,08011,934536219
P0878,1.0,PHARMADIET OTC,C/   PLAZA EUROPA,HOSPITALET DE LLOBREGAT,BARCELONA,08908,
P0879,1.0,FOLSANMED *,DEU I MATA,BARCELONA,BARCELONA,08029,934199260
P0880,1.0,MIXER(*),CAMINO DE AZUQUECA,MECO,MADRID,28880,918860161
P0881,1.0,SMITH & NEPHEW,FRUCTUOS GELABERT,SANT JOAN DESPÍ,BARCELONA,08970,
P0882,1.0,ALTER FCIA,C/   MATEO INURRIA,MADRID,MADRID,28036,913842783
P0883,1.0,PERRIGO ESPAÑA S.A.,PZA  XAVIER CUGAT,SANT CUGAT DEL VALLES,BARCELONA,08174,
P0884,1.0,TECNO-TRAUM,AV   ERREKALDE,SAN SEBASTIAN,GIPUZKOA,20018,
P0885,1.0,LUB REALF*,POLIG BERRIAIN NAVE 200,ANDOAIN PAMPLONA,NAVARRA,31009,
P0886,1.0,NORGINE,C.   JULIAN CAMARILLO,MADRID,MADRID,28037,913758870
P0887,1.0,ARIES ZHIVKO,BANDO DE LA HUERTA,ALQUERIAS,MURCIA,30580,
P0888,1.0,TECNO PRODIST,MIRAFLOR,POBLA DE VALLBONA,VALENCIA,46185,
P0889,1.0,BIOTECH*,C/   LERIDA, ,MADRID,28020,
P0890,6.0,JALDES,RUE DE LA CASTELLE,MONTPELLIER,FRANCE,34770,+33(0)467998050
P0891,1.0,SOTYA,C.   HENARES,VELILLA DE SAN ANTONIO,MADRID,28891,916607228
P0892,1.0,PH DISMEDIC,C/   ROCA I BATLLE,BARCELONA,BARCELONA,08023,
P0893,1.0,DIMESA,C/   TUCUMAN, ,BARCELONA,08030,933469811
P0894,1.0,DENTSPLY IBERIA,C/   CIENCIAS,HOSPITALET DE LLOBREGAT,BARCELONA,08908,902101558
P0895,1.0,FCO CHINER,C/   TARONJA,PICANYA,VALENCIA,46210,963753858
P0896,1.0,DISFASAN,VILELLA DE CLARET,SANT FRUITOS DE BAGES,BARCELONA,08272,938760086
P0897,1.0,IGROBE,AV/  CORNELLA,ESPLUGUES DE LLOBREGAT,BARCELONA,08950,902105624
P0898,1.0,MOLNLYCKE,AV.  DE LA VEGA,ALCOBENDAS,MADRID,28108,914841320
P0899,1.0,VENEX AP,APARTADO DE CORREOS 40,MANRESA,BARCELONA,08240,938788228
P0900,1.0,SISTEMA NACIONAL DE SALUD,, , ,,
P0901,1.0,IBERPOS,CALLE C PARCELA B 1,VIGO,PONTEVEDRA,36315,986423717
P0902,1.0,JUFRAMA*,"MARTINEZ TORRES, 4",ALDAYA,VALENCIA,46960,
P0903,1.0,TRUSETAL,"AUTOVÍA A-62, SALIDA KM 117",VALLADOLID,VALLADOLID,47080,983362497
P0904,1.0,JOSÉ GCIA&DAVID GCIA,C/   VILLAVICIOSA,MADRID,MADRID,28024,
P0905,1.0,COFARES,CTRA FUENCARRAL - ALCOBENDAS,MADRID,MADRID,28049,917408700
P0906,1.0,NOVICO MCA,C/   VENEZUELA,BARCELONA,BARCELONA,08019,902199890
P0907,1.0,VENTUBEL,C    MERCURIO,LEGANES,MADRID,28918,916124401
P0908,1.0,CONVATEC,C.   CONSTITUCION,SANT JUST DESVERN,BARCELONA,08960,900304050
P0909,1.0,JOVAL PORTA,CARRETERA N-II KM 517,CERVERA,LLEIDA,25200,
P0910,1.0,PROSANITAS*,"MARQUES DE SENTMENAT, 82", ,BARCELONA,08029,
P0912,1.0,TEXTIL FCA RIOJANA*,"POLIG. DE CANTABRIA, 23",LOGROÑO,LA RIOJA,26006,
P0913,1.0,BARD ESPAÑA,PLAZA EUROPA (TORRE REALIA),BARCELONA,BARCELONA,08908,
P0914,1.0,TEGOSA,"DOMINGO ORTEGA, 4",PORTILLO DE TOLEDO,TOLEDO,45512,925778301
P0915,1.0,COVIDIEN*,FRUCTUOS GELABERT,ST JOAN DESPI,BARCELONA,08970,
P0916,1.0,COM DISPOTEX,ROSA DE LOS VIENTOS,POLIGONO INDUSTRIAL EL VISO,MALAGA,29006,
P0917,1.0,SMITHS MED,AV/  DIAGONAL,BARCELONA,BARCELONA,08028,933638400
P0918,1.0,SER-SAN,C/   SICORIS,LLEIDA,LLEIDA,25001,
P0919,1.0,MEDILAST,"CAMINO TORREFARRERA, S/N -KM. 0,2",ALPICAT,LLEIDA,25110,
P0920,1.0,MA RIBAS,JUAN GÜELL 191 BAJOS INTERIOR,BARCELONA,BARCELONA,08028,937273564
P0921,1.0,PORGES,CONDESA DE VENADITO,MADRID,MADRID,28027,900210474
P0922,1.0,QUADRENY & PAX,C/   VIOLANT D'HUNGRIA,BARCELONA,BARCELONA,08028,
P0923,1.0,CARDIOMEDICAL,CALASPARRA,MOLINA DE SEGURA,MURCIA,30500,
P0924,1.0,PRIM,CALLE F,MOSTOLES,MADRID,28938,913342535
P0925,1.0,PASTOR COROMINAS*,"SEPTIMANIA, 36", ,BARCELONA,08006,
P0926,1.0,GIBAUD(*),C/   EDIMBURGO,LAS ROZAS,MADRID,28232,
P0927,1.0,PRODHISA SL,C/   NARCIS MONTURIOL,VILASSAR DE DALT,BARCELONA,08339,
P0928,1.0,ORT MOGAR,C/   ISAAC PERAL,SAINT JUST DESVERN,BARCELONA,08960,
P0929,1.0,ORT Y CGIA,C/   LA COMA NAVE 5,SANT FRUITOS DE BAGES,BARCELONA,08272,932324211
P0930,1.0,ORT CENTRAL,BATALLA DE BRUNETE,FUENLABRADA,MADRID,28946,916901145
P0931,1.0,ORTOVAL,AVDA. AUSIAS MARCH,VALENCIA,VALENCIA,46026,
P0932,1.0,MEDICAL DEVICES*,, , ,,
P0933,1.0,ORT-FARMA*,"POL. LAS CANTERAS, NAVE 14",MONACHIL,GRANADA,18193,
P0934,1.0,PROMECHI,C/   DELS PORTS,ALAQUAS,VALENCIA,46970,
P0935,1.0,ORTOBOSAN,MOSSEN VIVES,BARCELONA,BARCELONA,08022,
P0936,1.0,MONTVIER*,CARRETERA MONCADA 367,TARRASA,BARCELONA,08222,
P0937,1.0,ESSITY SPAIN S.L.,CARRETERA VALLS A PUIGPELAT,PUIGPELAT,TARRAGONA,43812,977030600
P0938,1.0,JOSÉ MESTRE,C/   PROVIDENCIA,BARCELONA,BARCELONA,08024,932857040
P0939,1.0,J.B.J.*,C/   MIGUEL DE CERVANTES,LAGUNA DE DUERO,VALLADOLID,47140,
P0940,1.0,I. P. M.(*),GENERE DE PUNT,MATARO,BARCELONA,08304,
P0941,1.0,SENDAL,AVDA SEAT,MARTORELL,BARCELONA,08760,902020447
P0942,1.0,ACOFARMA,C/   LLOBREGAT,TERRASSA,BARCELONA,08223,902362203
P0943,1.0,ORTOGRAS,LEPANTO 335,BARCELONA,BARCELONA,08025,
P0944,1.0,LLOVERAS,C/   MERCAT,CANET DE MAR,BARCELONA,08360,
P0945,1.0,LORCA,"AVDA.DE SAN IGNACIO,10 BAJO",PAMPLONA,NAVARRA,31002,
P0946,1.0,EUROPROSAN,C/   VARSOVIA,BARCELONA,BARCELONA,08041,
P0947,1.0,M KURVAY,CAN BERNAT,ARENYS DE MUNT,BARCELONA,08358,937938291
P0948,1.0,CODIFARMA,C    CAMPO VIDAL,BARCELONA,BARCELONA,08021,932003100
P0949,1.0,JOVER-SANITEX*,PUERTA NUEVA,TARRASA,BARCELONA,08221,
P0950,1.0,IZASA,PLAZA DE EUROPA,L`HOSPITALET DE LLOBREGAT,BARCELONA,08908,902203090
P0951,1.0,ONTEX,C/   FRESNO SECTOR C,VALVERDE DEL MAJANO,SEGOVIA,40140,921413921
P0952,1.0,INTERSAN(*),C/   PALAU DE PLEGAMANS,POLINYÀ,BARCELONA,08213,
P0953,1.0,INDAS,PASEO DEL CLUB DEPORTIVO,POZUELO DE ALARCON,MADRID,28223,902760600
